2.917689923736643820e-01,-1.297433599764487244e+00,-1.553106745471601879e+00,1.014335599974800051e+00
2.573795597271659741e-01,-1.319751613792534251e+00,-1.662999335080906693e+00,9.587632561353016669e-01
2.450386887248353074e-01,-1.466045418087283947e+00,-1.617443685314666535e+00,1.038251754208699085e+00
3.126204629002743429e-01,-1.391299643905501204e+00,-1.508798005778706708e+00,9.811240883841877425e-01
2.884939338567014122e-01,-1.355103722152452672e+00,-1.615868895421572748e+00,1.008737906100647397e+00
3.715706792801424241e-01,-1.356265851206367223e+00,-1.615685592226759670e+00,9.357547429196552136e-01
3.346796261441254972e-01,-1.422665383400911976e+00,-1.505098411015202364e+00,9.762809978345035056e-01
2.956797367316860159e-01,-1.343374845025163244e+00,-1.656309102355810525e+00,9.256374903974596835e-01
3.378210786230166351e-01,-1.413410419564002707e+00,-1.581167538234861558e+00,9.909801487258227404e-01
3.141947310650822778e-01,-1.407844111975250501e+00,-1.553531785618543548e+00,9.911482121501180576e-01
3.006036407977263347e-01,-1.420198226063110969e+00,-1.691323998308672527e+00,1.001060230000642148e+00
2.555311711292128085e-01,-1.412946621468517128e+00,-1.660915028229041246e+00,1.072535586811870889e+00
2.896240226353279379e-01,-1.385753576023754929e+00,-1.579470994291731545e+00,9.972608332690529043e-01
2.841287486798226847e-01,-1.314828039771313017e+00,-1.604233643129880260e+00,9.790567507523338930e-01
2.897551015697435450e-01,-1.474642403119494904e+00,-1.686358955661131365e+00,1.023996988838805411e+00
3.104295351659775992e-01,-1.481643416014027048e+00,-1.585021878058883171e+00,9.738991128655032359e-01
3.809719774166792083e-01,-1.351134724314660085e+00,-1.540050265870318125e+00,9.528033699768940767e-01
2.747793641498619821e-01,-1.382450011716921390e+00,-1.618621219949437640e+00,9.691188743552119345e-01
2.462534835378135667e-01,-1.351066927817457186e+00,-1.615599554520356529e+00,9.758348658325021185e-01
2.806112581144299400e-01,-1.385555113056776033e+00,-1.592849961561136229e+00,9.873065490061790905e-01
3.419565609430223474e-01,-1.325898971115664793e+00,-1.575999246075578508e+00,9.566514257783176323e-01
1.906001384948393107e-01,-1.463358921577636584e+00,-1.628378412451353618e+00,1.063089804502387548e+00
3.243544550791603864e-01,-1.380975107928753998e+00,-1.510621131800897077e+00,1.003763713389073553e+00
2.865233811742850523e-01,-1.431307669807774241e+00,-1.633578767381175245e+00,1.041382944904161389e+00
3.897988145556265938e-01,-1.451272347752021741e+00,-1.590096928360617667e+00,9.209343265212627250e-01
2.913600034114427473e-01,-1.446144372419091439e+00,-1.555610925697589630e+00,1.001696144752670214e+00
3.182624086422816134e-01,-1.407775710281735648e+00,-1.625862030254615620e+00,1.007466776618350046e+00
2.022441881588949442e-01,-1.381141153726236803e+00,-1.721105884143500964e+00,1.099392996191872029e+00
2.629599646403257829e-01,-1.357662217529465254e+00,-1.654198856325907796e+00,1.024611074792922460e+00
3.378374871132651669e-01,-1.386355754579274846e+00,-1.575716963760652289e+00,1.044392719981340756e+00
3.526759656215079364e-01,-1.337524438390554016e+00,-1.567132104638907064e+00,9.077386377146874352e-01
3.464269714678748224e-01,-1.314757755577191434e+00,-1.615903468763956630e+00,9.820590558412620741e-01
2.011199768426149281e-01,-1.508541371935467446e+00,-1.568872536419113839e+00,1.081591539868451690e+00
2.980248090773397474e-01,-1.425470126569010398e+00,-1.592674118552141360e+00,1.003948627309355413e+00
2.592188640861984861e-01,-1.323675284423762477e+00,-1.535138181286402004e+00,9.641281879932032117e-01
3.036759981666617425e-01,-1.354251591817423606e+00,-1.657394138407726647e+00,1.027903128507218655e+00
4.287169206437690394e-01,-1.400821975245980067e+00,-1.435443660435953506e+00,9.275783995121380521e-01
2.868285174543174776e-01,-1.428628437824549735e+00,-1.573114996629662921e+00,1.050806855966643916e+00
3.433051451973558321e-01,-1.320218597194719123e+00,-1.514446446975926008e+00,9.590861244998092339e-01
2.244280286388944667e-01,-1.282314826033938537e+00,-1.634562029026566554e+00,9.676702921930099288e-01
2.837299441557021851e-01,-1.425163656759347974e+00,-1.609210516829869819e+00,1.029870815805129736e+00
2.590310080957150540e-01,-1.350800574327248205e+00,-1.563759534150735320e+00,9.588896383235918641e-01
2.980501902907544132e-01,-1.321198173011889576e+00,-1.651869794953852111e+00,9.900882524153389319e-01
3.508224025587319828e-01,-1.449080813366800724e+00,-1.588810281796372070e+00,1.014234271262919096e+00
2.271097553523668822e-01,-1.377560792146713453e+00,-1.636207419650088202e+00,1.021528949325699154e+00
2.670428336205452058e-01,-1.440787771839353582e+00,-1.695761876361150833e+00,1.024003269749502509e+00
3.309716330354357527e-01,-1.471334340196071677e+00,-1.556845756341847409e+00,9.787650628376489692e-01
3.334997635432265795e-01,-1.335091521381300828e+00,-1.518627226712997658e+00,1.008631828562581711e+00
3.037088044117304819e-01,-1.339388782887343421e+00,-1.568591876434202836e+00,9.650113349729688705e-01
1.860235289950919191e-01,-1.404374775198312442e+00,-1.646558385726446305e+00,1.052546881723073424e+00
3.149715527079746669e-01,-1.413130919295688237e+00,-1.487452748077713771e+00,9.465864192581103786e-01
2.692926831205768035e-01,-1.464168984599661050e+00,-1.595987560301768360e+00,9.887990628418673600e-01
2.406168729483824653e-01,-1.329373802649371772e+00,-1.765681356266914470e+00,1.060717428904357718e+00
3.057485384447742871e-01,-1.446009453860749527e+00,-1.524502876326587320e+00,9.734416201765461185e-01
3.117409372981886362e-01,-1.359881854351050690e+00,-1.605396389335334462e+00,9.749651457396952825e-01
3.150901383767997777e-01,-1.410530078889977057e+00,-1.553368602492749551e+00,9.537575684725392300e-01
3.167261117260115055e-01,-1.267939845830828638e+00,-1.519656042984905975e+00,9.285224331423284072e-01
4.257960991363547443e-01,-1.388751509665342221e+00,-1.489277937415206754e+00,8.994993149185749326e-01
3.671933767609985577e-01,-1.482272871340934772e+00,-1.372212013305159406e+00,9.575712314149211757e-01
3.520618626160220144e-01,-1.333803939348583212e+00,-1.513443988037358245e+00,8.992761946492628944e-01
3.066338813620634318e-01,-1.372881353375119406e+00,-1.602998691446505974e+00,9.930959571430286736e-01
4.459921525683919752e-01,-1.322574823867148419e+00,-1.532288030232086706e+00,9.405388651938740852e-01
2.794638084248361465e-01,-1.493157214380424813e+00,-1.574553828445718784e+00,1.030582427520052580e+00
2.927007383692440401e-01,-1.407554506587181287e+00,-1.513556864380936062e+00,9.559380748241027570e-01
4.100983536846971589e-01,-1.386260205703520931e+00,-1.451937311212994741e+00,8.966385086129057269e-01
3.003238471565491952e-01,-1.389284325126513453e+00,-1.582545223252891153e+00,1.045188700525387482e+00
3.703845378591850146e-01,-1.400395345337211772e+00,-1.524809763453349731e+00,9.183118506150879101e-01
3.033356355234810287e-01,-1.358231520678412352e+00,-1.572340235603525649e+00,9.621799616414057343e-01
2.698092017436392598e-01,-1.446416603541173185e+00,-1.583594807786491643e+00,9.965204888917686965e-01
